,title,genres
1914,"Royal Tenenbaums, The (2001)",Comedy|Drama
1915,Monsoon Wedding (2001),Comedy|Romance
1916,"Godfather, The (1972)",Crime|Drama
1917,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1918,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1919,"Cider House Rules, The (1999)",Drama
1920,Air Force One (1997),Action|Thriller
1921,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1922,Titanic (1997),Drama|Romance
1923,Jackie Brown (1997),Crime|Drama|Thriller
1924,Stargate (1994),Action|Adventure|Sci-Fi
1925,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1926,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1927,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
1928,"Shawshank Redemption, The (1994)",Crime|Drama
1929,"Apartment, The (1960)",Comedy|Drama|Romance
1930,12 Angry Men (1957),Drama
1931,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance
1932,Forrest Gump (1994),Comedy|Drama|Romance|War
1933,Charlotte's Web (1973),Animation|Children
1934,Requiem for a Dream (2000),Drama
1935,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama
1936,Apollo 13 (1995),Adventure|Drama|IMAX
1937,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1938,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
1939,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
1940,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
1941,Apollo 13 (1995),Adventure|Drama|IMAX
1942,"Rock, The (1996)",Action|Adventure|Thriller
1943,Twister (1996),Action|Adventure|Romance|Thriller
1944,Fight Club (1999),Action|Crime|Drama|Thriller
1945,Shaun of the Dead (2004),Comedy|Horror
1946,Battlestar Galactica (2003),Drama|Sci-Fi|War
1947,The Imitation Game (2014),Drama|Thriller|War
1948,Some Like It Hot (1959),Comedy|Crime
1949,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1950,Finding Nemo (2003),Adventure|Animation|Children|Comedy
1951,Whale Rider (2002),Drama
1952,My Fair Lady (1964),Comedy|Drama|Musical|Romance
1953,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1954,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
1955,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
1956,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
1957,8 1/2 (8½) (1963),Drama|Fantasy
1958,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
1959,Ikiru (1952),Drama
1960,Home Alone (1990),Children|Comedy
1961,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
1962,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
1963,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
1964,Black Sheep (1996),Comedy
1965,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
1966,"Relic, The (1997)",Horror|Thriller
1967,That Thing You Do! (1996),Comedy|Drama
1968,Braveheart (1995),Action|Drama|War
1969,"Godfather, The (1972)",Crime|Drama
1970,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller
1971,Rush Hour 2 (2001),Action|Comedy
1972,Braveheart (1995),Action|Drama|War
1973,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1974,"Godfather, The (1972)",Crime|Drama
1975,Indiana Jones and the Last Crusade (1989),Action|Adventure
1976,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1977,Superbad (2007),Comedy
1978,Life of Pi (2012),Adventure|Drama|IMAX
1979,Nightcrawler (2014),Crime|Drama|Thriller
1980,"Godfather, The (1972)",Crime|Drama
1981,Rear Window (1954),Mystery|Thriller
1982,Casablanca (1942),Drama|Romance
1983,Her (2013),Drama|Romance|Sci-Fi
1984,One Flew Over the Cuckoo's Nest (1975),Drama
1985,"Graduate, The (1967)",Comedy|Drama|Romance
1986,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1987,"Hunt, The (Jagten) (2012)",Drama
1988,Happy Gilmore (1996),Comedy
1989,Apollo 13 (1995),Adventure|Drama|IMAX
1990,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1991,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1992,Withnail & I (1987),Comedy
1993,"Blues Brothers, The (1980)",Action|Comedy|Musical
1994,"Lost Boys, The (1987)",Comedy|Horror|Thriller
1995,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
